Word,Type,Pronunciation,Definition,Sentence,Synonyms,Favor
Castigate,verb,kaa stih gayt,to punish or criticize harshly,Martina castigated her boyfriend for not remembering her birthday,admonish; chastise; chide; rebuke; reprimand; reproach; reprove; scold; tax; upbraid,1
Catalyst,noun,kaa tuh lihst,something that brings about a change in something else,The imposition of harsh taxes was the catalyst that finally brought on the revolution,accelerator; goad; impetus; impulse; incentive; motivation; spur; stimulant; spark,1
Catch-22,noun,kach twen te tu,a problematic situation for which the only solution is denied by a circumstance inherent in the problem or by a rule,"the show-business catch-22—no work unless you have an agent, no agent unless you've worked",booby trap; catch; gimmick; gotcha; hitch; joker; land mine; pitfall,1
Categorical,adj,cat e go ri cal,unambiguously explicit and direct,A categorical assurance,unqualified; unconditional; unequivocal; unreserved; absolute; explicit; unambigousl; definite; certain; direct,1
Cathartic,adj,cath artic,providing psychological relief through the open expression of strong emotions; causing catharsis,There's something cathartic about a punch in the nose,cleaning; cleansing; purgative; purifying,1
Catholic,adj,kath-uh-lik,including a wide variety of things; universal; relating to the Roman Catholic Church,The Catholic Church is one of the oldest and most influential institutions in the world,universal; all-embracing; wide-ranging; comprehensive; broad; diverse,1
Caustic,adj,kah stihk,biting in wit,"Dorothy Parker gained her caustic reputation from her cutting, yet witty, insults",acerbic; biting; mordand; trenchant,1
Caveat,noun,ca ve at,formal something (such as a piece of advice) that should be remembered when one is doing or thinking about something,Her stock tips always came with a caveat: that the market is impossible to predict with absolute accuracy,admonishment; admonition; alarm; alert; caution; forewarning; heads-up; notice; warning,1
Cede,verb,seed,give up (power or territory),Russia ceded Alaska to the U.S. in 1867,surrender; concede; relinquish; yield,1
Cessation,noun,seh sation,the fact or process of ending or being brought to an end,The cessation of hostilities,end; ending; termination; halting; finish; stoppage; conclusion;suspension,1
Chaos,noun,kay ahs,great disoder or confused situation,"In most religious traditions, God created an ordered universe from chaos",clutter; confusion; disarrangement; disarray; disorder; disorderliness; disorganization; jumble; mess; muddle; scramble; snarl; topsy-turviness; turmoil,1
Chauvinist,noun,shoh vuh nist,someone prejudiced in favor of a group to which he or she belongs,The attitude that men must be obeyed since they are inherently superior to women is common among male chauvinists,biased; colored; one-sided; partial; partisan; prejudicial; prepossessed; tendentious,1
Chicanery,noun,shih kayn ree,"the use of trickery to achieve a political, financial, or legal purpose",Dishonest used-car salesmen often use chicanery to sell their beat-up old cars,artifice; conniving; craftiness; deception; deviousness; misrepresentation; pettifoggery; shadiness; sneakiness; sophistry; subterfuge; underhandedness,1
Circadian,adj,cir ca di an,"being, having, characterized by, or occuring in approximately 24-hour periods or cycles (as of biological activity or function)","The way your circadian rhythm (or internal clock) responds to the seasons is yet another biological element here, according to the NSF",constantly; day-to-day; everyday; often; periodic; regular; regularly; routing; quotidian; diurnal,1
Circuitous,adj,ser kyu e tes,having a circular or winding course; not being forthright or direct in language or action,"This leaves many aspiring developers taking circuitous routes to enter the industry, often parlaying their knowledge and relationships from adjacent fields.",circular; indirect; roundabout; meandering; serpentine; tortuous,1
Circumscribe,verb,cir cum scribe,restrict (something) within limits,Their movements were strictly monitored and circumscribed,restrict; limit; set/impose limits on; keep within bounds; delimit,1
Circumspect,adj,suhr kuhm spehkt,cautious; aware of potential consequences,She was very circumspect in her language and behavior when first introduced to her fiancee's parents,alert; cautious; heedful; mindful; prudent; solicitous; vigilant; wary,1
Clandestine,adj,clan des tine,"kept secret or done secretively, especially because illicit",She deserved better than these clandestine meetings,secret; covert; furtive; surreptitious; stealthy; cloak-and-dagger; closet; backstairs; hidden; private,1
Clarion,adj,clar i on,loud and clear,"That was definitely a clarion call for more diversity in the food world, particularly for judges of culinary shows",blaring; inspiring; ringing; sharp; shrill; loud,1
Clemency,noun,clem en cy,mercy; lenience,An appeal for clemency,mercy; mercifulness; leniency; lenience; mildness; indulgence; forbearance,1
Clement,adj,clem ent,(of weather) mild; (of a person or a person's actions) merciful,Hawaii is known for its delightfully clement climate,balmy; equable; genial; gentle; mild; moderate; soft; temperate,1
Cloying,adj,kloy ing,sickly sweet; excessive; disgusting or distasteful by reason of excess,"When Enid and Jay first started dating, their cloying affection towards one another often made their friends ill",excessive; fulsome,1
Coalesce,verb,koh uh lehs,to grow together to form a single whole,The sun and planets eventually coalesced out of a vast cloud of gas and dust,amalgamate; blend; coalesce; condense; consolidate; fuse; unite,1
Coax,verb,kohks,"To persuade or urge someone to do something by gentle or persistent persuasion, flattery, or teasing",She was able to coax the cat out of the tree with a can of tuna,persuade; cajole; encourage; convince; influence,1
Coerce,verb,koh-urs,To compel or force someone to do something through the use of threats or intimidation,The boss tried to coerce the employees into working overtime by threatening to fire them if they didn't comply,pressure; constrain; oblige; impel; intimidate; bully,1
Coffer,noun,kah fuhr,strongbox; large chest for money,The bulletproof glass of the coffer is what keeps the crown jewels secure,treasure; chest; exchequer; war chest,1
Cogent,adj,koh jent,convinicing and well-reasoned,"Swayed by the cogent argumet of the defense, the jury had no choice but to acquit the defendant",convincing; persuasive; solid; sound; telling; valid,1
Coherent,adj,koh-heer-uhnt,"something that is logical, clear, and consistent. It can also refer to the ability of waves to remain in phase with one another as they propagate",The professor's lecture was so coherent that even the most confused student in the class was able to follow along,consistent; understandable; analytic; consequent; good; logical; rational; reasonable; sensible; valid well-founded,1
Collegial,adj,kuh-lee-juhl,"a work environment or culture that emphasizes cooperation, shared responsibility, and mutual respect among colleagues","The team had a collegial working relationship, with everyone contributing their unique strengths and perspectives to achieve a common goal",cooperative; collaborative; harmonious; team-oriented,1
Colloquial,adj,col lo qui al,"language or speech that is used in casual or informal situations, typically among friends or family. It often includes slang or expressions that are specific to a particular region or culture",She spoke in a colloquial style that made her easy to understand and relatable to her audience,informal; conversational; casual; slang; vernacular; everyday; familiar; non-standard; dialectal,1
Collusion,noun,kuh loo zhuhn,"secret or illegal cooperation or conspiracy, especially in order to cheat or deceive others",It came to light that the police chief and the mafia had a collusion in running the numbers racket,connivance; intrigue; machination; complicity,1
Comestible,adj,co mes ti ble,edible,"Some mushrooms are comfortably comestible, but others are decidedly poisonous",eatable; eating; edible; esculent,1
Commensurate,adj,kuh-MEN-suh-rit,"corresponding in size, extent, or degree; proportionate; having the same measure or extent",The salary offered to the new hire was commensurate with their level of experience and education,equivalent; equal; corresponding; correspondent; comparable; proportionate; proportional,1
Compendious,adj,come pen dious,marked by brief expression of a comprehensive matter; concise and comprehensive,A compendious summary,all-embracing; all-in; all-inclusive; broad-gauge; complete; comprehensive; cover-all; cyclopedic; embracive; encyclopedic; exhaustive; full; global; in-depth; inclusive; thorough; universal,1
Complicit,adj,come plicit,Involved with others in an illegal activity or wrongdoing,All of these people are complicit in some criminal conspiracy,conniving; deceitful; duplicitous; scheming; adept; calculating; canny; chary; craft; cunning; discreet; guileful,1
Concatenation,noun,con cat e na tion,a group of things linked together or occurring together in a way that produces a particular result or effect,An unusual concatenation of circumstances,catena; catenation; chain; consecution; nexus; progression; sequence; string; train,1
Concession,noun,kuhn-sesh-uh n,"a thing that is granted, especially in response to demands or as part of a compromise. It can also refer to a stand or space for selling goods or services, especially at a sporting event or an exhibition",The government made a concession to the protestors by reducing the tax rate,acknowledgement; admission; allowance; compromise; grant; admission; permit; license,1
Condone,verb,kuhn dohn,"to overlook, pardon, or disregard; accept and allow (behavior that is considered morally wrong or offensive) to continue",Some theorists believe that failinig to prosecute minor crimes is the same as condoning an air of lawlessness,exculpate; excuse; parond; remit,1
